chr,type,start,end,strand,gbkey,locus_tag,product,old_ID,Name_Conversion,Notes
CP141124.1,lnc_RNA,1322169,1324343,-,ncRNA,cpbgf_7005570,lncRNA,None,None,
CP141124.1,rRNA,1322356,1325799,+,rRNA,cpbgf_7005580,28S ribosomal RNA,None,None,
CP141124.1,mRNA,1330317,1330885,-,mRNA,cpbgf_7005600,hypothetical protein,cgd5_4510,no_direct_name,chr_change
CP141124.1,mRNA,1332773,1334368,-,mRNA,cpbgf_7005610,hypothetical protein,cgd5_4530,no_direct_name,chr_change
CP141124.1,mRNA,1344914,1345632,-,mRNA,cpbgf_7005620,hypothetical protein,cgd5_4570,no_direct_name,chr_change
CP141124.1,mRNA,1353945,1354712,+,mRNA,cpbgf_7005630,hypothetical protein,cgd5_4580,no_direct_name,chr_change
CP141124.1,mRNA,1356657,1357808,+,mRNA,cpbgf_7005640,MEDLE gene family protein,cgd5_4590,no_direct_name,chr_change
CP141124.1,lnc_RNA,1356973,1357456,-,ncRNA,cpbgf_7005650,lncRNA,None,None,
CP141124.1,lnc_RNA,1361912,1362856,-,ncRNA,cpbgf_7005660,lncRNA,None,None,
CP141125.1,mRNA,841,2001,+,mRNA,cpbgf_80010,Uncharacterized protein,cgd8_10,direct_name,
CP141125.1,mRNA,4365,7255,-,mRNA,cpbgf_80020,putative Secreted Protein (SKSR gene family),cgd8_20,direct_name,
CP141125.1,mRNA,7386,10881,-,mRNA,cpbgf_80030,putative Secreted Protein (SKSR gene family),cgd8_30,direct_name,
CP141125.1,lnc_RNA,7411,8776,+,ncRNA,cpbgf_80025,lncRNA,None,None,
CP141125.1,mRNA,13123,16004,-,mRNA,cpbgf_80040,putative Secreted Protein (SKSR gene family),cgd8_40,direct_name,
CP141125.1,mRNA,16171,17937,-,mRNA,cpbgf_80050,putative Secreted Protein (FLGN gene family),cgd8_50,direct_name,
CP141125.1,mRNA,17959,19066,-,mRNA,cpbgf_80060,Uncharacterized Protein,cgd8_60,direct_name,
CP141125.1,mRNA,19483,20926,-,mRNA,cpbgf_80070,Calcineurin-like phosphoesterase,cgd8_70,direct_name,
CP141125.1,mRNA,21050,22769,+,mRNA,cpbgf_80080,Transmembrane amino acid transporter protein,cgd8_80,direct_name,
CP141125.1,mRNA,22860,25969,-,mRNA,cpbgf_80090,Uncharacterized protein,cgd8_90,direct_name,
CP141125.1,lnc_RNA,23286,26005,+,ncRNA,cpbgf_80095,lncRNA,None,None,
CP141125.1,mRNA,25889,29946,-,mRNA,cpbgf_800100,Uncharacterized protein,cgd8_100,direct_name,
CP141125.1,mRNA,30002,30682,+,mRNA,cpbgf_800110,Uncharacterized protein,cgd8_110,direct_name,
CP141125.1,mRNA,30092,31317,-,mRNA,cpbgf_800120,Uncharacterized protein,cgd8_120,direct_name,
CP141125.1,lnc_RNA,31402,32097,+,ncRNA,cpbgf_800125,lncRNA,None,None,
CP141125.1,mRNA,31569,32918,-,mRNA,cpbgf_800130,Vps72/YL1,cgd8_130,direct_name,
CP141125.1,mRNA,33592,37264,+,mRNA,cpbgf_800140,Uncharacterized protein,cgd8_140,direct_name,
CP141125.1,mRNA,37851,39867,+,mRNA,cpbgf_800150,Thrombospondin type-1 (TSP1) repeat-containing protein,cgd8_150,direct_name,
CP141125.1,mRNA,39270,41700,-,mRNA,cpbgf_800160,Ubiquitin activating enzyme E1,cgd8_160,direct_name,
CP141125.1,mRNA,41785,45958,+,mRNA,cpbgf_800170,DNA-directed RNA polymerase subunit beta,cgd8_170,direct_name,
CP141125.1,mRNA,45936,53390,-,mRNA,cpbgf_800180,Armadillo-like helical-containing protein,cgd8_180,direct_name,
CP141125.1,mRNA,53779,56353,-,mRNA,cpbgf_800190,Mak5 pre-mRNA splicing RNA SFII helicase,cgd8_190,direct_name,
CP141125.1,lnc_RNA,53830,54828,+,ncRNA,cpbgf_800191,lncRNA,None,None,
CP141125.1,snRNA,56495,56655,+,ncRNA,cpbgf_800192,snRNA,None,None,
CP141125.1,mRNA,56792,57300,-,mRNA,cpbgf_800193,Uncharacterized protein,cgd8_193,direct_name,
CP141125.1,mRNA,57869,61261,+,mRNA,cpbgf_800200,Uncharacterized protein,cgd8_200,direct_name,
CP141125.1,lnc_RNA,58447,62522,-,ncRNA,cpbgf_800205,lncRNA,None,None,
CP141125.1,mRNA,61560,63308,+,mRNA,cpbgf_800210,Transcription factor TFIID,cgd8_210,direct_name,
CP141125.1,lnc_RNA,62613,64595,+,ncRNA,cpbgf_800215,lncRNA,None,None,
CP141125.1,mRNA,62940,63428,-,mRNA,cpbgf_800220,Ubiquitin-conjugating enzyme e2,cgd8_220,direct_name,
CP141125.1,mRNA,63653,64451,-,mRNA,cpbgf_800230,Nucleic acid-binding OB-fold containing protein,cgd8_230,direct_name,
CP141125.1,mRNA,64958,66050,+,mRNA,cpbgf_800240,Uncharacterized protein,cgd8_240,direct_name,
CP141125.1,lnc_RNA,66238,67776,+,ncRNA,cpbgf_800245,lncRNA,None,None,
CP141125.1,mRNA,66336,68293,-,mRNA,cpbgf_800250,Histone acetyltransferase,cgd8_250,direct_name,
CP141125.1,mRNA,68489,70974,-,mRNA,cpbgf_800260,Uncharacterized protein,cgd8_260,direct_name,
CP141125.1,mRNA,72017,73138,+,mRNA,cpbgf_800270,Type II pantothenate kinase,cgd8_270,direct_name,
CP141125.1,lnc_RNA,72157,73261,-,ncRNA,cpbgf_800275,lncRNA,None,None,
CP141125.1,mRNA,73323,75038,+,mRNA,cpbgf_800280,Uncharacterized protein,cgd8_280,direct_name,
CP141125.1,mRNA,75035,76192,-,mRNA,cpbgf_800290,Serine-threonine protein phosphatase,cgd8_290,direct_name,
CP141125.1,mRNA,76364,77000,-,mRNA,cpbgf_800293,VMA21-like domain containing protein,cgd8_293,direct_name,
CP141125.1,mRNA,77095,78390,+,mRNA,cpbgf_800300,RNA polymerase III C5 subunit,cgd8_300,direct_name,
CP141125.1,mRNA,78409,79190,-,mRNA,cpbgf_800310,Zinc finger SWIM-type domain-containing protein,cgd8_310,direct_name,
CP141125.1,mRNA,79360,81510,-,mRNA,cpbgf_800320,Uncharacterized protein,cgd8_320,direct_name,
CP141125.1,lnc_RNA,79701,81322,+,ncRNA,cpbgf_800325,lncRNA,None,None,
CP141125.1,lnc_RNA,82159,86409,-,ncRNA,cpbgf_800327,lncRNA,None,None,
CP141125.1,mRNA,82316,83004,+,mRNA,cpbgf_800330,Uncharacterized protein,cgd8_330,direct_name,
CP141125.1,mRNA,83322,84530,+,mRNA,cpbgf_800340,Exoribonuclease domain containing protein,cgd8_340,direct_name,
CP141125.1,mRNA,84673,86355,+,mRNA,cpbgf_800350,Asparaginyl-tRNA synthetase (NOB+tRNA synthase),cgd8_350,direct_name,
CP141125.1,mRNA,86515,87612,+,mRNA,cpbgf_800360,vacuolar ATP synthase subunit E,cgd8_360,direct_name,
CP141125.1,mRNA,87752,91799,+,mRNA,cpbgf_800370,DNA mismatch repair protein mutS family domain containing protein,cgd8_370,direct_name,
CP141125.1,mRNA,92010,94030,+,mRNA,cpbgf_800380,FAD dependent oxidoreductase,cgd8_380,direct_name,
CP141125.1,mRNA,93634,94621,-,mRNA,cpbgf_800390,Protein phosphatase inhibitor 2,cgd8_390,direct_name,
CP141125.1,mRNA,95237,96207,+,mRNA,cpbgf_800400,60S ribosomal protein L6,cgd8_400,direct_name,
CP141125.1,lnc_RNA,95243,96699,-,ncRNA,cpbgf_800405,lncRNA,None,None,
CP141125.1,mRNA,96798,99659,+,mRNA,cpbgf_800410,Uncharacterized Protein,cgd8_410,direct_name,
CP141125.1,mRNA,99730,103002,-,mRNA,cpbgf_800420,Uncharacterized protein,cgd8_420,direct_name,
CP141125.1,mRNA,103341,104484,-,mRNA,cpbgf_800430,60S ribosomal protein L7A,cgd8_430,direct_name,
CP141125.1,mRNA,104985,106258,+,mRNA,cpbgf_800440,60S ribosomal protein L5,cgd8_440,direct_name,
CP141125.1,lnc_RNA,105052,106560,-,ncRNA,cpbgf_800445,lncRNA,None,None,
CP141125.1,mRNA,106669,107851,+,mRNA,cpbgf_800450,DnaJ domain containing protein,cgd8_450,direct_name,
CP141125.1,mRNA,107580,110250,-,mRNA,cpbgf_800460,Metallo-beta-lactamase,cgd8_460,direct_name,
CP141125.1,mRNA,110428,111542,-,mRNA,cpbgf_800470,MRG domain containing protein,cgd8_470,direct_name,
CP141125.1,mRNA,112037,115183,+,mRNA,cpbgf_800480,Histone deacetylase,cgd8_480,direct_name,
CP141125.1,lnc_RNA,112267,115272,-,ncRNA,cpbgf_800485,lncRNA,None,None,
CP141125.1,mRNA,115916,118687,+,mRNA,cpbgf_800490,Centriolar protein SAS N-terminal-containing protein,cgd8_490,direct_name,
CP141125.1,mRNA,118883,119878,-,mRNA,cpbgf_800500,EF-hand calcium-binding domain containing protein,cgd8_500,direct_name,
CP141125.1,mRNA,120010,120828,+,mRNA,cpbgf_800506,Telomere-capping CST complex subunit,cgd8_503,no_direct_name,
CP141125.1,mRNA,120706,122846,-,mRNA,cpbgf_800510,Pus1p-like type II pseudousynthas TruA,cgd8_510,direct_name,
CP141125.1,mRNA,123078,124181,-,mRNA,cpbgf_800520,Uncharacterized Protein,cgd8_520,direct_name,
CP141125.1,mRNA,125287,126136,+,mRNA,cpbgf_800523,EF-hand domain containing protein,cgd8_523,direct_name,
CP141125.1,mRNA,126944,127660,+,mRNA,cpbgf_800530,Uncharacterized protein,cgd8_530,direct_name,
CP141125.1,mRNA,127674,130151,-,mRNA,cpbgf_800540,Thrombospondin type-1 (TSP1) repeat containing protein,cgd8_540,direct_name,
CP141125.1,lnc_RNA,131183,131560,+,ncRNA,cpbgf_800545,lncRNA,None,None,
CP141125.1,mRNA,132122,139706,+,mRNA,cpbgf_800550,Uncharacterized protein,cgd8_550,direct_name,
CP141125.1,lnc_RNA,138828,139462,-,ncRNA,cpbgf_800555,lncRNA,None,None,
CP141125.1,mRNA,141486,142264,+,mRNA,cpbgf_800560,CDP-diacylglycerol--inositol 3-phosphatidyltransferase isoform 1 phosphatidylinositol synthase PtdIns synthase PI synthase,cgd8_560,direct_name,
CP141125.1,mRNA,142315,145906,-,mRNA,cpbgf_800570,Proteasome regulatory complex Rpn1 subunit,cgd8_570,direct_name,
CP141125.1,mRNA,146034,146879,+,mRNA,cpbgf_800580,Ubiquitin-conjugating enzyme E2,cgd8_580,direct_name,
CP141125.1,mRNA,146876,148116,-,mRNA,cpbgf_800590,alpha/beta hydrolase fold-containing protein,cgd8_590,direct_name,
CP141125.1,mRNA,148722,150791,+,mRNA,cpbgf_800600,Serine aminopeptidase%2CS33,cgd8_600,direct_name,
CP141125.1,mRNA,150735,153349,-,mRNA,cpbgf_800610,AAA-type ATPase/BRCT/DNA polymerase III delta subunit/Replication factor RFC1 C terminal domain containing protein,cgd8_610,direct_name,
CP141125.1,mRNA,153683,154537,-,mRNA,cpbgf_800620,Uncharacterized protein,cgd8_620,direct_name,
CP141125.1,mRNA,155573,157799,+,mRNA,cpbgf_800630,26S proteasome non-ATPase regulatory subunit 5,cgd8_630,direct_name,
CP141125.1,snRNA,155738,155890,+,ncRNA,cpbgf_800635,snRNA,None,None,
CP141125.1,mRNA,158351,162229,+,mRNA,cpbgf_800640,WD40-repeat-containing protein,cgd8_640,direct_name,
CP141125.1,lnc_RNA,160252,162269,-,ncRNA,cpbgf_800645,lncRNA,None,None,
CP141125.1,mRNA,162599,163625,+,mRNA,cpbgf_800650,60S ribosomal protein L23A,cgd8_650,direct_name,
CP141125.1,mRNA,164354,169487,-,mRNA,cpbgf_800660,Uncharacterized protein,cgd8_660,direct_name,
CP141125.1,mRNA,169773,170459,-,mRNA,cpbgf_800670,Uncharacterized protein,cgd8_670,direct_name,
CP141125.1,mRNA,172375,175883,-,mRNA,cpbgf_800680,Uncharacterized protein,cgd8_680,direct_name,
CP141125.1,mRNA,178055,182116,-,mRNA,cpbgf_800690,Uncharacterized protein,cgd8_690,direct_name,
CP141125.1,mRNA,183223,186810,-,mRNA,cpbgf_800695,Uncharacterized protein,cgd8_700,no_direct_name,
CP141125.1,mRNA,186830,188959,-,mRNA,cpbgf_800700,putative Secreted Protein,cgd8_700,direct_name,
CP141125.1,mRNA,189754,195237,-,mRNA,cpbgf_800710,Myosin motor domain containing protein,cgd8_710,direct_name,
CP141125.1,mRNA,196152,196496,+,mRNA,cpbgf_800720,Uncharacterized protein,cgd8_720,direct_name,
CP141125.1,mRNA,197017,198682,+,mRNA,cpbgf_800730,Modulator of levamisole receptor-1,cgd8_730,direct_name,
CP141125.1,mRNA,198510,199639,-,mRNA,cpbgf_800740,Prefoldin like molecular chaperone,cgd8_740,direct_name,
CP141125.1,mRNA,199748,202995,+,mRNA,cpbgf_800750,Cyclic nucleotide (CGMP)-dependent protein kinase with 3 cNMP binding domains and a Ser/Thr kinase domain,cgd8_750,direct_name,
CP141125.1,mRNA,203134,204662,-,mRNA,cpbgf_800760,putative transmembrane Protein,cgd8_760,direct_name,
CP141125.1,mRNA,204833,208650,+,mRNA,cpbgf_800770,Uncharacterized protein,cgd8_770,direct_name,
CP141125.1,mRNA,208886,209890,+,mRNA,cpbgf_800780,Zinc finger C3H1-type RNA biding domain containing protein,cgd8_780,direct_name,
CP141125.1,mRNA,209543,211755,-,mRNA,cpbgf_800790,Glutamyl-tRNA synthetase,cgd8_790,direct_name,
CP141125.1,mRNA,212226,215437,-,mRNA,cpbgf_800800,Prp5p C terminal KH eIF4A-1-family RNA SFII helicase,cgd8_800,direct_name,
CP141125.1,lnc_RNA,212383,214816,+,ncRNA,cpbgf_800805,lncRNA,None,None,
CP141125.1,mRNA,217112,221593,+,mRNA,cpbgf_800810,AP2/ERF domain containing protein,cgd8_810,direct_name,
CP141125.1,lnc_RNA,221303,222106,-,ncRNA,cpbgf_800815,lncRNA,None,None,
CP141125.1,mRNA,222350,223632,+,mRNA,cpbgf_800820,Uncharacterized protein,cgd8_820,direct_name,
CP141125.1,mRNA,223749,224658,+,mRNA,cpbgf_800830,hypothetical protein,cgd8_830,direct_name,
CP141125.1,mRNA,224752,226395,+,mRNA,cpbgf_800840,26S proteasome subunit P45/AAA+ ATpase,cgd8_840,direct_name,
CP141125.1,mRNA,226380,228025,-,mRNA,cpbgf_800850,putative transmembrane Protein,cgd8_850,direct_name,
CP141125.1,lnc_RNA,228114,232753,+,ncRNA,cpbgf_800855,lncRNA,None,None,
CP141125.1,mRNA,228273,232992,-,mRNA,cpbgf_800860,Coatomer protein complex subunit alpha,cgd8_860,direct_name,
CP141125.1,mRNA,233584,237084,-,mRNA,cpbgf_800870,Transcription initiation factor TFIIB Sua7p ZnR+2cyclins,cgd8_870,direct_name,
CP141125.1,mRNA,233706,235571,+,mRNA,cpbgf_800880,DNA dependent DNA polymerase alpha subunit%2Cinactive calcineurin like phosphatase subunit,cgd8_880,direct_name,
CP141125.1,mRNA,237181,238636,+,mRNA,cpbgf_800890,CobW/HypB/UreG nucleotide-binding domain-containing hydrolase,cgd8_890,direct_name,
CP141125.1,lnc_RNA,237230,238628,-,ncRNA,cpbgf_800895,lncRNA,None,None,
CP141125.1,mRNA,238819,241938,+,mRNA,cpbgf_800900,U3 small nucleolar RNA-associated protein 6,cgd8_900,direct_name,
CP141125.1,mRNA,242061,246049,+,mRNA,cpbgf_800910,Pep3/Vps18/deep orange vacuolar protein,cgd8_910,direct_name,
CP141125.1,mRNA,246085,247716,-,mRNA,cpbgf_800920,UDP-glucose 6-dehydrogenase,cgd8_920,direct_name,
CP141125.1,mRNA,248339,248908,-,mRNA,cpbgf_800930,Zinc finger%2CRING/FYVE/PHD-type domain containing protein,cgd8_930,direct_name,
CP141125.1,mRNA,249070,249987,+,mRNA,cpbgf_800940,Uncharacterized protein,cgd8_940,direct_name,
CP141125.1,mRNA,249935,251602,-,mRNA,cpbgf_800950,Clathrin coat assembly protein AP50,cgd8_950,direct_name,
CP141125.1,mRNA,251751,253906,+,mRNA,cpbgf_800960,Uncharacterized protein,cgd8_960,direct_name,
CP141125.1,mRNA,254547,260864,+,mRNA,cpbgf_800970,VPS13 like protein involved in vacuolar protein trafficking,cgd8_970,direct_name,
CP141125.1,mRNA,261047,261926,+,mRNA,cpbgf_800980,EF-hand domain containing protein,cgd8_980,direct_name,
CP141125.1,mRNA,262195,262987,+,mRNA,cpbgf_800990,hypothetical protein,cgd8_990,direct_name,
CP141125.1,mRNA,263149,269140,+,mRNA,cpbgf_8001020,Uncharacterized protein,cgd8_1020,direct_name,
CP141125.1,mRNA,268919,271604,+,mRNA,cpbgf_8001010,Uncharacterized protein,cgd8_1010,direct_name,
CP141125.1,mRNA,271800,273770,+,mRNA,cpbgf_8001030,Glycyl-tRNA synthetase,cgd8_1030,direct_name,
CP141125.1,mRNA,273851,274891,-,mRNA,cpbgf_8001040,Ras,cgd8_1040,direct_name,
CP141125.1,mRNA,276696,278792,+,mRNA,cpbgf_8001050,Uncharacterized protein,cgd8_1050,direct_name,
CP141125.1,mRNA,276717,281189,-,mRNA,cpbgf_8001060,H/ACA ribonucleoprotein complex subunit Gar1/Naf1,cgd8_1060,direct_name,
CP141125.1,mRNA,281532,282999,+,mRNA,cpbgf_8001070,Actin,cgd8_1070,direct_name,
CP141125.1,mRNA,283080,285068,+,mRNA,cpbgf_8001080,STXBP/UNC-18/SEC1 syntaxin involved in golgi transport,cgd8_1080,direct_name,
CP141125.1,mRNA,285324,286814,+,mRNA,cpbgf_8001090,Uncharacterized protein,cgd8_1090,direct_name,
CP141125.1,mRNA,286671,290980,+,mRNA,cpbgf_8001100,NRAP like nucleolar RNA associated protein,cgd8_1100,direct_name,
CP141125.1,mRNA,291327,292253,+,mRNA,cpbgf_8001110,ER lumen protein-retaining receptor,cgd8_1110,direct_name,
CP141125.1,mRNA,292547,293244,-,mRNA,cpbgf_8001113,ER lumen protein-retaining receptor,cgd8_1113,direct_name,
CP141125.1,mRNA,293774,295575,-,mRNA,cpbgf_8001120,HBS1 eRFS GTpase (RNA metabolism translation),cgd8_1120,direct_name,
CP141125.1,mRNA,296110,297409,+,mRNA,cpbgf_8001133,CRAL-TRIO lipid biding/Sec14d domain containing protein,cgd8_1133,direct_name,
CP141125.1,mRNA,297624,298396,+,mRNA,cpbgf_8001143,Transcription factor Pcc1,cgd8_1143,direct_name,
CP141125.1,lnc_RNA,297802,298610,-,ncRNA,cpbgf_8001145,lncRNA,None,None,
CP141125.1,mRNA,298823,300121,+,mRNA,cpbgf_8001150,Cytidyltransferase-like domain containing protein,cgd8_1150,direct_name,
CP141125.1,mRNA,300822,302384,+,mRNA,cpbgf_8001160,putative Secreted Protein,cgd8_1160,direct_name,
CP141125.1,lnc_RNA,300927,301786,-,ncRNA,cpbgf_8001163,lncRNA,None,None,
CP141125.1,lnc_RNA,302783,304523,+,ncRNA,cpbgf_8001165,lncRNA,None,None,
CP141125.1,mRNA,303023,304548,-,mRNA,cpbgf_8001170,Amino acid permease like integral membrane protein%2Csignal peptide plus 11 transmembrane domain,cgd8_1170,direct_name,
CP141125.1,lnc_RNA,305484,306899,+,ncRNA,cpbgf_8001175,lncRNA,None,None,
CP141125.1,mRNA,305522,308250,-,mRNA,cpbgf_8001180,Coronin,cgd8_1180,direct_name,
CP141125.1,mRNA,308977,309903,-,mRNA,cpbgf_8001190,Uncharacterized protein,cgd8_1190,direct_name,
CP141125.1,mRNA,310259,312895,+,mRNA,cpbgf_8001200,E3A like HECT domain containing ubiquitin protein ligase,cgd8_1200,direct_name,
CP141125.1,mRNA,313059,314942,+,mRNA,cpbgf_8001203,Uncharacterized protein,cgd8_1200,no_direct_name,
CP141125.1,mRNA,314445,316156,-,mRNA,cpbgf_8001210,Adenine nucleotide translocator 1/Mitochondrial carrier protein,cgd8_1210,direct_name,
CP141125.1,mRNA,316272,319119,-,mRNA,cpbgf_8001220,Alpha/Beta hydrolase fold containing protein,cgd8_1220,direct_name,
CP141125.1,lnc_RNA,319411,320748,+,ncRNA,cpbgf_8001225,lncRNA,None,None,
CP141125.1,mRNA,319504,321696,-,mRNA,cpbgf_8001230,Serine/Threonine protein kinase,cgd8_1230,direct_name,
CP141125.1,mRNA,321993,330339,+,mRNA,cpbgf_8001240,DNA polymerase epsilon catalytic subunit,cgd8_1240,direct_name,
CP141125.1,mRNA,330351,334383,-,mRNA,cpbgf_8001250,Sec23/Sec24,cgd8_4470,no_direct_name,
CP141125.1,mRNA,335010,337346,+,mRNA,cpbgf_8001260,Uncharacterized protein,cgd8_1260,direct_name,
CP141125.1,mRNA,337368,343675,-,mRNA,cpbgf_8001270,Clathrin heavy chain,cgd8_1270,direct_name,
CP141125.1,mRNA,344295,346644,-,mRNA,cpbgf_8001280,Uncharacterized protein,cgd8_1280,direct_name,
CP141125.1,mRNA,344370,344867,+,mRNA,cpbgf_8001290,Centrin/caltractin,cgd8_1290,direct_name,
CP141125.1,mRNA,346702,351923,+,mRNA,cpbgf_8001300,RecF/RecN/SMC protein 5,cgd8_1300,direct_name,
CP141125.1,mRNA,351040,352795,-,mRNA,cpbgf_8001310,Uncharacterized protein,cgd8_1310,direct_name,
CP141125.1,mRNA,353468,356179,+,mRNA,cpbgf_8001320,Calpain like thiol protease,cgd8_1320,direct_name,
CP141125.1,mRNA,356402,357283,-,mRNA,cpbgf_8001330,Uncharacterized protein,cgd8_1330,direct_name,
CP141125.1,mRNA,357463,366054,-,mRNA,cpbgf_8001340,Uncharacterized protein,cgd8_1340,direct_name,
CP141125.1,mRNA,366541,367623,-,mRNA,cpbgf_8001350,Spo11/DNA topoisomerase 6 subunit A,cgd8_1350,direct_name,
CP141125.1,mRNA,367996,370580,+,mRNA,cpbgf_8001360,Uncharacterized protein,cgd8_1360,direct_name,
CP141125.1,mRNA,370758,372280,+,mRNA,cpbgf_8001370,GDP-fucose transporter with 9 transmembrane domains,cgd8_1370,direct_name,
CP141125.1,lnc_RNA,371190,372588,-,ncRNA,cpbgf_8001375,lncRNA,None,None,
CP141125.1,mRNA,372678,375549,+,mRNA,cpbgf_8001380,Uncharacterized protein,cgd8_1380,direct_name,
CP141125.1,mRNA,375714,376532,-,mRNA,cpbgf_8001390,Uncharacterized protein,cgd8_1390,direct_name,
CP141125.1,mRNA,376828,378323,-,mRNA,cpbgf_8001400,Glycerol-3-phosphate acyltransferase family,cgd8_1400,direct_name,
CP141125.1,lnc_RNA,377176,378596,+,ncRNA,cpbgf_8001405,lncRNA,None,None,
CP141125.1,mRNA,378636,380456,+,mRNA,cpbgf_8001410,DNA primase large subunit,cgd8_1410,direct_name,
CP141125.1,mRNA,380625,384171,-,mRNA,cpbgf_8001420,Secreted Glycoside hydrolase superfamily 31,cgd8_1420,direct_name,
CP141125.1,mRNA,385308,387566,+,mRNA,cpbgf_8001430,PP2C like protein phosphatase,cgd8_1430,direct_name,
CP141125.1,lnc_RNA,386345,387855,-,ncRNA,cpbgf_8001431,lncRNA,None,None,
CP141125.1,mRNA,387995,388640,+,mRNA,cpbgf_8001433,ERV/ALR sulfhydryl oxidase domain containing protein,cgd8_1433,direct_name,
CP141125.1,mRNA,388349,390151,-,mRNA,cpbgf_8001440,Triose-phosphate Transporter,cgd8_1440,direct_name,
CP141125.1,mRNA,390783,394289,-,mRNA,cpbgf_8001450,G-protein beta WD-40 repeat,cgd8_1450,direct_name,
CP141125.1,lnc_RNA,394415,397423,+,ncRNA,cpbgf_8001455,lncRNA,None,None,
CP141125.1,mRNA,394496,397527,-,mRNA,cpbgf_8001460,DNA-directed RNA polymerase III subunit Rpc5,cgd8_1460,direct_name,
CP141125.1,mRNA,397648,398387,+,mRNA,cpbgf_8001470,PHAX RNA-binding domain containing protein,cgd8_1470,direct_name,
CP141125.1,mRNA,398159,399788,-,mRNA,cpbgf_8001480,CID/ENTH/VHS domain containing protein,cgd8_1480,direct_name,
CP141125.1,snRNA,399532,399693,-,ncRNA,cpbgf_8001485,snRNA,None,None,
CP141125.1,mRNA,399937,401454,+,mRNA,cpbgf_8001490,hypothetical protein,cgd8_1490,direct_name,
CP141125.1,lnc_RNA,400110,400964,-,ncRNA,cpbgf_8001495,lncRNA,None,None,
CP141125.1,mRNA,401643,404848,+,mRNA,cpbgf_8001500,FH2 domain containing protein,cgd8_1500,direct_name,
CP141125.1,mRNA,405162,409976,+,mRNA,cpbgf_8001510,putative transmembrane Protein,cgd8_1510,direct_name,
CP141125.1,mRNA,410516,414133,+,mRNA,cpbgf_8001520,COPII coat assembly protein%2CSec16,cgd8_1520,direct_name,
CP141125.1,mRNA,414645,419755,+,mRNA,cpbgf_8001530,Ubiquitin carboxyl terminal hydrolase domain fused to a MATH domain,cgd8_1530,direct_name,
CP141125.1,mRNA,419641,420585,-,mRNA,cpbgf_8001540,Uncharacterized Protein,cgd8_1540,direct_name,
CP141125.1,mRNA,421150,422978,+,mRNA,cpbgf_8001550,Zinc finger C2H2-type,cgd8_1550,direct_name,
CP141125.1,mRNA,422381,423207,-,mRNA,cpbgf_8001560,Peptidyl-prolyl cis-trans isomerase,cgd8_1560,direct_name,
CP141125.1,mRNA,423301,425102,+,mRNA,cpbgf_8001570,CCCH like finger domain nucleoporin,cgd8_1570,direct_name,
CP141125.1,lnc_RNA,424334,424892,-,ncRNA,cpbgf_8001573,lncRNA,None,None,
CP141125.1,tRNA,425257,425344,-,tRNA,cpbgf_8001575,tRNA-Lys,None,None,
CP141125.1,mRNA,425347,426825,+,mRNA,cpbgf_8001580,Ribosome biogenesis protein,cgd8_1580,direct_name,
CP141125.1,mRNA,426675,430709,-,mRNA,cpbgf_8001581,Uncharacterized protein,cgd8_1583,no_direct_name,
CP141125.1,mRNA,426967,427377,+,mRNA,cpbgf_8001590,Uncharacterized protein,cgd8_1590,direct_name,
CP141125.1,mRNA,430580,431350,-,mRNA,cpbgf_8001583,hypothetical protein,cgd8_1583,direct_name,
CP141125.1,mRNA,431540,434412,-,mRNA,cpbgf_8001600,Sugar phosphate permease,cgd8_1600,direct_name,
CP141125.1,mRNA,434503,440865,-,mRNA,cpbgf_8001610,Histidine kinase-like ATPase domain containing-protein,cgd8_1610,direct_name,
CP141125.1,lnc_RNA,439082,440509,+,ncRNA,cpbgf_8001613,lncRNA,None,None,
CP141125.1,lnc_RNA,441429,442620,+,ncRNA,cpbgf_8001615,lncRNA,None,None,
CP141125.1,mRNA,441518,442930,-,mRNA,cpbgf_8001620,DNA polymerase delta2%2Cinactive calcineurin like phosphatase subunit,cgd8_1620,direct_name,
CP141125.1,mRNA,443552,444665,+,mRNA,cpbgf_8001630,GINS complex subunit Sld5,cgd8_1630,direct_name,
CP141125.1,mRNA,445125,445805,+,mRNA,cpbgf_8001640,PRA1 family protein,cgd8_1640,direct_name,
CP141125.1,mRNA,445855,446701,-,mRNA,cpbgf_8001650,Partner of Nob1 Pno1p Yor145cp like KH domain containing protein,cgd8_1650,direct_name,
CP141125.1,mRNA,446806,448402,+,mRNA,cpbgf_8001660,Serine/Threonine protein kinase,cgd8_1660,direct_name,
CP141125.1,mRNA,448502,450452,-,mRNA,cpbgf_8001670,Vacuolar ATP synthase subunit B,cgd8_1670,direct_name,
CP141125.1,mRNA,450885,453213,+,mRNA,cpbgf_8001680,SSNA1,cgd8_1680,direct_name,
CP141125.1,snRNA,452638,452871,+,ncRNA,cpbgf_8001685,snRNA,None,None,
CP141125.1,mRNA,453508,453837,+,mRNA,cpbgf_8001690,hypothetical protein,cgd8_1690,direct_name,
CP141125.1,mRNA,454187,455596,-,mRNA,cpbgf_8001700,Iron-containing alcohol dehydrogenase,cgd8_1700,direct_name,
CP141125.1,mRNA,455829,456863,+,mRNA,cpbgf_8001710,Uncharacterized protein,cgd8_1710,direct_name,
CP141125.1,snRNA,456385,456489,+,ncRNA,cpbgf_8001715,snRNA,None,None,
